Empire,City,Pop,Tax,Prosperity_Regional,Prosperity_National,Road_Level,Terrain,Literacy,War_Population,Trade,Capital,Special_Mod,Healthcare_Spending,Pop_Tax,Pop_Growth_Mod,Colonial_Boost,Resource_Income,Resource_Boost,Tax_Base_Industry,Special_Economic_Notes,Net_Prosperity,Net_Income,Resources_Notes
Macedon,Methoni,515075.00,0.05,0.05,0.05,0.10,0.00,0.01,,0.05,,,0.00,,,,850000.00,0.09,200.00,"low medieval industry, trade 2",0.26,6495095.75,"moderate copper, low gems"
Macedon,Dion,102581.00,0.05,0.05,0.05,0.10,0.05,0.01,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.21,1242255.91,
Magic Cities,Magnostadt,6661391.00,0.30,0.25,0.05,0.20,0.00,0.08,,0.10,0.10,0.38,0.20,,,,2000000.00,0.20,650.00,"Nat Capital, high modern industry, trade 3, magical machinery, Gov seat, Numerous powerful mages",1.16,2805777889.20,"large iron (1900), copper (1900), moderate gems (1900)"
Magic Cities,Rakusho,2425574.00,0.30,0.25,0.05,0.20,0.15,0.08,,0.00,,0.08,0.20,,,,,0.00,600.00,"medium modern industry, trade 1, magical machinery",0.66,724761511.20,
Magic Cities,Macau,105782.00,0.30,0.25,0.05,0.20,0.05,0.08,,0.05,,0.08,0.20,,,,,0.00,500.00,"low modern industry, trade 2, magical machinery",0.71,27133083.00,
Magic Cities,Gruva,101867.00,0.30,0.25,0.05,0.20,0.00,0.08,,0.00,,0.08,0.20,,,,350000.00,0.04,500.00,"low modern industry, trade 1, magical machinery",0.66,25364883.00,"moderate coal (1920), low iron (1920)"
Magic Cities,Rimuru,7189339.00,0.30,0.25,0.05,0.20,0.15,0.08,,0.05,0.05,0.23,0.20,,,,50000.00,0.01,650.00,"high modern industry, trade 2, magical machinery, Gov seat, Numerous powerful mages",0.91,2677669310.55,low aluminum (1900)
Magic Cities,Tempest,1234533.00,0.30,0.25,0.05,0.20,0.05,0.08,,0.05,,0.08,0.20,,,,,0.00,600.00,"medium modern industry, trade 2, magical machinery",0.71,379989257.40,
Magic Cities,Magnolia,4876175.00,0.30,0.25,0.05,0.20,0.15,0.08,,0.05,0.05,0.23,0.20,,,,450000.00,0.05,650.00,"high modern industry, trade 2, magical machinery, Gov seat, Numerous powerful mages",0.91,1816131378.75,"moderate silver (1900), low coal (1900)"
Magic Cities,Clover,1123968.00,0.30,0.25,0.05,0.20,-0.15,0.08,,0.10,,0.08,0.20,,,,,0.00,600.00,"medium modern industry, trade 3, magical machinery",0.76,356073062.40,
Magic Cities,Fuyuki,3601721.00,0.30,0.25,0.05,0.20,0.15,0.08,,0.15,0.05,0.33,0.20,,,,50000.00,0.01,650.00,"high modern industry, trade 4, magical machinery, Gov seat, Numerous powerful mages",1.11,1481928105.45,low copper (1900)
Magic Cities,Cagliostro,2288207.00,0.30,0.15,0.15,0.20,0.05,0.08,,0.15,,0.13,0.20,,,,1250000.00,0.13,600.00,"medium modern industry, trade 4, small portal, Ancient capital",0.86,766091703.60,"large coal (1900), tungsten (1900)"
Magic Cities,Einzbernberg,108207.00,0.30,0.25,0.05,0.20,0.15,0.08,,0.05,,0.08,0.20,,,,,0.00,500.00,"low medium industry, trade 2, magical machinery",0.71,27755095.50,
Magic Cities,Remano,1047818.00,0.30,0.15,0.05,0.20,0.15,0.08,,0.05,0.05,0.08,0.20,,,,,0.00,600.00,"reg capital, medium modern industry, trade 2, magical machinery, Gov seat",0.66,313088018.40,
Magic Cities,Narpolia,496092.00,0.30,0.15,0.05,0.20,0.10,0.08,,0.00,,0.08,0.20,,,,600000.00,0.06,500.00,"low modern industry, trade 1, magical machinery",0.56,116085528.00,"moderate silver (1900), iron (1900)"
Magic Cities,Attakai,109652.00,0.30,0.15,0.05,,0.10,0.08,,0.00,,0.08,0.20,,,,,0.00,500.00,"low modern industry, trade 1, magical machinery",0.36,22369008.00,
Magic Cities,Haruki,241233.00,0.30,0.15,0.05,,0.10,0.08,,0.00,,0.08,0.20,,,,,0.00,500.00,"low modern industry, trade 1, magical machinery",0.36,49211532.00,
Magic Cities,Balbadd,6703753.00,0.30,0.00,0.05,0.20,-0.05,0.08,,0.10,0.05,,0.20,,,,,0.00,650.00,"reg capital, high modern industry, trade 3",0.48,1934703115.80,
Magic Cities,Carthage,3563983.00,0.30,0.00,0.05,0.20,-0.05,0.08,,0.05,,,0.20,,,,350000.00,0.04,600.00,"medium modern industry, trade 2",0.38,885293377.20,moderate silver (1900)
Magic Cities,Geneva,5258763.00,0.30,0.00,0.05,0.20,0.00,0.08,,0.05,,,0.20,,,,5200000.00,0.52,600.00,"medium modern industry, trade 2",0.38,1306276729.20,"large gold (1900), gems (1900), coal (1900), moderate iron (1900), copper (1900)"
Magic Cities,Clover,7167172.00,0.30,0.15,0.05,0.20,0.15,0.08,,0.05,0.05,0.05,0.20,,,,,0.00,650.00,"reg capital, high modern industry, trade 2, Gov seat",0.63,2278085620.20,
Magic Cities,Kiten,1212193.00,0.30,0.15,0.05,0.20,0.10,0.08,,0.00,,,0.20,,,,700000.00,0.07,600.00,"medium modern industry, trade 1",0.48,322928215.20,"large iron (1900), copper (1900)"
Magic Cities,Nairn,4835944.00,0.30,0.15,0.05,,0.15,0.08,,0.00,,,0.20,,,,,0.00,600.00,"medium modern industry, trade 1",0.28,1114201497.60,
Magic Cities,Hage,1206024.00,0.30,0.15,0.05,,0.10,0.08,,0.00,,,0.20,,,,,0.00,500.00,"low modern industry, trade 1",0.28,231556608.00,
Magic Cities,Copenhagen,4201050.00,0.30,-0.10,0.05,,-0.15,0.03,,0.10,0.05,,0.00,,,,250000.00,0.03,350.00,"reg capital, high medieval industry, trade 3",0.13,496249031.25,moderate iron (1920)
Magic Cities,Jomsborg,810710.00,0.30,-0.10,0.05,,-0.15,0.03,,0.00,,,0.00,,,,,0.00,500.00,"low modern, trade 1",-0.03,118566337.50,
Magic Cities,Cambridge,3344340.00,0.30,-0.10,0.05,0.10,-0.15,0.03,,0.05,0.05,,0.00,,,,650000.00,0.07,350.00,"reg capital, high medieval industry, trade 2",0.18,412607947.50,"large iron (1920), moderate copper (1920)"
Magic Cities,Rochester,2547108.00,0.30,-0.10,0.05,0.10,-0.15,0.03,,0.05,,,0.00,,,,700000.00,0.07,350.00,"high medieval industry, trade 2",0.13,300877132.50,"large iron (1920), copper (1920)"
Magic Cities,New Reykjavik,746807.00,0.30,-0.10,0.05,,-0.15,0.03,,0.05,,,0.00,,,,,0.00,500.00,"low modern industry, trade 2",0.03,114821576.25,
Magic Cities,Jelling,550471.00,0.30,-0.10,0.05,0.10,-0.15,0.03,,0.00,,,0.00,,,,,0.00,500.00,"low modern industry, trade 1",0.08,88763448.75,
Magic Cities,Wexford,460131.00,0.30,-0.10,0.05,,-0.15,0.03,,0.00,,,0.00,,,,,0.00,500.00,"low modern industry, trade 1",-0.03,67294158.75,
Magic Cities,Verkrachting,4532012.00,0.30,-0.15,0.05,0.10,0.05,0.01,,0.00,0.05,,0.00,,,,,0.00,200.00,"reg capital, low medieval, trade 1",0.06,289051725.36,
Magic Cities,Cydonia,2264885.00,0.30,-0.15,0.05,0.10,0.05,0.01,,0.00,,,0.00,,,,,0.00,200.00," low medieval industry, trade 1",0.01,137659710.30,
Magic Cities,Gothenburg,15879.00,0.30,0.00,0.05,,0.10,0.03,,0.00,0.05,,0.00,,,15.00,,0.00,500.00,"Reg capital, low modern industry, trade 1",0.13,2679581.25,
Magic Cities,Randers,3335.00,0.30,0.00,0.05,,0.10,0.03,,0.00,,,0.00,,,15.00,1500000.00,1.50,500.00,"low modern industry, trade 1",0.08,537768.75,moderate berserker stones (1920)
Magic Cities,Esbjerg,2291.00,0.30,0.00,0.05,,0.00,0.03,,0.00,,,0.00,,,15.00,2500000.00,2.50,500.00,"low modern industry, trade 1",0.08,369423.75,large berserker stone (1920)
Magic Cities,Aarhus,4215.00,0.30,0.00,0.05,,0.05,0.03,,0.00,,,0.00,,,15.00,,0.00,500.00,"low modern industry, trade 1",0.08,679668.75,
Magic Cities,Jarlsville,1881.00,0.30,0.00,0.05,,0.05,0.03,,0.00,,,0.00,,,15.00,,0.00,500.00,"low modern industry, trade 1",0.08,303311.25,
Magic Cities,Skaal,2107.00,0.30,0.00,0.05,,0.05,0.03,,0.00,,,0.00,,,15.00,,0.00,200.00,"low medieval industry, trade 1",0.08,135901.50,
Magic Cities,Aquileia,2226.00,0.30,0.05,0.05,,0.10,0.08,,0.00,,0.08,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1,  magical machinery",0.26,420714.00,
Magic Cities,Disney (200k CAP),2692.00,0.30,0.05,0.05,0.15,0.05,0.08,,0.00,0.05,0.08,0.20,,,15.00,,0.00,500.00,"reg capital, low modern industry, trade 1, magical machinery",0.46,589548.00,
Magic Cities,Marvel,1861.00,0.30,0.05,0.05,,0.05,0.08,,0.00,,0.08,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, magical machinery",0.26,351729.00,
Magic Cities,Lastlight,2221.00,0.30,0.05,0.05,0.15,0.05,0.08,,0.00,,0.08,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, magical machinery",0.41,469741.50,
Magic Cities,Longmont,1326785.00,0.30,-0.10,0.05,0.10,0.00,0.02,,0.00,,,0.20,,,,,0.00,200.00,"low medieval industry, trade 1",0.07,84781561.50,
Magic Cities,Hebron,296319.00,0.30,-0.10,0.05,0.10,0.10,0.02,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.07,1155644.10,
Magic Cities,Safed,306536.00,0.30,-0.10,0.05,0.10,0.15,0.02,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.07,1195490.40,
Magic Cities,Jerusalem,1033539.00,0.30,-0.10,0.05,0.10,0.15,0.02,,0.10,0.05,,0.00,,,,,0.00,300.00,"reg capital, medium medieval industry, trade 3",0.22,113017489.65,
Magic Cities,Tiberias,559434.00,0.30,-0.10,0.05,0.10,0.10,0.02,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.07,35747832.60,
Magic Cities,Boulder,1025094.00,0.30,-0.10,0.05,0.10,0.00,0.02,,0.05,,,0.00,,,,750000.00,0.08,300.00,"medium medieval industry, trade 2",0.12,102868182.90,huge iron (1920)
Magic Cities,Rockshire,257422.00,0.30,-0.10,0.05,0.10,0.10,0.02,,0.00,,,0.00,,,,950000.00,0.10,200.00,"low medieval industry, trade 1",0.07,16449265.80,"large copper (1920), tungsten (1920)"
Magic Cities,Keisteen,2541601.00,0.30,-0.10,0.05,0.10,0.00,0.02,,0.00,,,0.00,,,,1500000.00,0.15,200.00,"low medieval industry, trade 1",0.07,162408303.90,moderate gold (1920)
Magic Cities,Planitiem,1781064.00,0.30,-0.10,0.05,0.10,0.10,0.02,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.07,113809989.60,
Magic Cities,Petramburg,912630.00,0.30,-0.10,0.05,0.10,0.15,0.02,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.07,58317057.00,
Mazulun,Calorem Cordis,2077172.00,0.10,0.20,0.15,0.10,0.15,0.01,,,0.10,,0.00,,,,3100000.00,0.31,300.00,"nat capital, medium medieval industry, trade 1, all firenewt",0.56,97211649.60,"large gold, silver"
Mazulun,Flumen,513011.00,0.10,0.20,0.15,0.10,0.15,0.01,,,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1, all firenewt pop",0.46,14979921.20,
Mazulun,Umbron,205662.00,0.10,0.20,0.15,0.10,0.15,0.01,,,,,0.00,,,,750000.00,0.08,200.00,"low medieval industry, trade 1, all firenewt pop",0.46,6005330.40,huge iron
Millenium Fatherland,Cerasus,9359138.00,0.30,0.20,0.15,0.20,0.15,0.08,,0.15,0.25,0.22,0.20,,,,1600000.00,0.16,700.00,"Nat Capital, very high modern industry, trade 4, extreme technology, dinosaur labor, titan labor",1.25,4412365610.10,"low tungsten (1900), moderate gems (1900)"
Millenium Fatherland,Linz,4553739.00,0.30,0.20,0.15,0.20,0.15,0.08,,0.05,,0.05,0.20,,,,1050000.00,0.11,650.00,"high modern industry, trade 2, dinosaur labor",0.73,1531763956.13,"large iron (1900), copper (1900), aluminum (1900)"
Millenium Fatherland,Cosmos,3390418.00,0.30,0.20,0.15,0.20,0.00,0.08,,0.05,,0.05,0.20,,,,1050000.00,0.11,650.00,"high modern industry, trade 2, dinosaur labor",0.73,1140451854.75,"huge iron (1900), low tungsten (1900)"
Millenium Fatherland,Schlicht,153636.00,0.30,0.20,0.15,0.20,0.10,0.08,,0.00,,0.05,0.20,,,,,0.00,500.00,"low modern industry, trade 1, dinosaur labor",0.68,38601045.00,
Millenium Fatherland,Leidenschaftlich,5663114.00,0.30,0.20,0.15,0.20,0.15,0.08,,0.05,,0.05,0.20,,,,,0.00,650.00,"high modern industry, trade 2, dinosaur labor",0.73,1904929971.75,
Millenium Fatherland,Enchaine,3389592.00,0.30,0.20,0.15,0.20,0.15,0.08,,0.05,,0.05,0.20,,,,,0.00,600.00,"medium modern industry, trade 2, dinosaur labor",0.73,1052468316.00,
Millenium Fatherland,Central City,6825619.00,0.30,0.20,0.15,0.20,0.15,0.08,,0.10,,0.05,0.20,,,,400000.00,0.04,650.00,"high modern industry, trade 3, dinosaur labor",0.78,2362517376.38,"moderate iron (1900), copper (1900)"
Millenium Fatherland,Berun,5670021.00,0.30,0.20,0.15,0.20,0.10,0.08,,0.05,0.10,0.05,0.20,,,,350000.00,0.04,650.00,"reg capital high modern industry, trade 2, dinosaur labor",0.83,2017818723.38,"moderate coal (1900), low iron (1900)"
Millenium Fatherland,Konigsberg,3385458.00,0.30,0.20,0.15,0.20,0.00,0.08,,0.05,,0.05,0.20,,,,950000.00,0.10,650.00,"high modern industry, trade 2, dinosaur labor",0.73,1138783434.75,"large copper (1900), tungsten (1900)"
Millenium Fatherland,Eldia,1170403.00,0.30,0.20,0.15,0.20,0.15,0.08,,0.10,0.05,0.12,0.20,,,,5450000.00,0.55,600.00,"medium modern industy, trade 3, Titan labor, dinosaur labor",0.90,399224463.30,"huge iron, copper, oil, large tungsten, moderate gems, small seastone"
Millenium Fatherland,Mannheim,104803.00,0.30,0.20,0.15,0.20,0.05,0.08,,0.00,,0.05,0.20,,,,,0.00,500.00,"low modern, trade 1 dinosaur labor",0.68,26331753.75,
Millenium Fatherland,Ishval,1126560.00,0.30,0.20,0.15,0.20,0.10,0.08,,0.00,,0.05,0.20,,,,,0.00,500.00,"low modern industry, trade 1, dinosaur labor",0.68,283048200.00,
Millenium Fatherland,Orte,3952594.00,0.30,0.20,0.15,0.20,0.15,0.08,,0.00,,0.05,0.20,,,,100000.00,0.01,600.00,"medium modern industry, trade 1, dinosaur labor",0.68,1191707091.00,low iron (1900)
Millenium Fatherland,Bremen,109725.00,0.30,0.20,0.15,0.20,0.05,0.08,,0.00,,0.05,0.20,,,,,0.00,500.00,"low modern, trade 1 dinosaur labor",0.68,27568406.25,
Millenium Fatherland,Hamburg,112272.00,0.30,0.20,0.15,0.20,0.05,0.08,,0.00,,0.05,0.20,,,,,0.00,500.00,"low modern, trade 1 dinosaur labor",0.68,28208340.00,
Millenium Fatherland,Hanover,218154.00,0.30,0.20,0.15,0.20,0.00,0.08,,0.00,,0.05,0.20,,,,2100000.00,0.21,500.00,"low modern, trade 1 dinosaur labor",0.68,54811192.50,"large coal (1920), low gold (1920), gems (1920)"
Millenium Fatherland,Wilhelmsland,31161.00,0.30,0.05,0.15,,-0.15,0.08,,0.00,0.05,0.05,0.20,,,15.00,400000.00,0.40,500.00,"reg capital, low modern industry, trade 1, dinosaur labor",0.38,6426956.25,"moderate iron (1920), aluminum (1920)"
Millenium Fatherland,Bismarck,7051.00,0.30,0.05,0.15,,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, dinosaur labor",0.33,1401386.25,
Millenium Fatherland,Dresden,1861.00,0.30,0.05,0.15,,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, dinosaur labor",0.33,369873.75,
Millenium Fatherland,Venedig,2365.00,0.30,0.05,0.15,0.15,-0.15,0.08,,0.00,0.05,0.05,0.20,,,15.00,,0.00,500.00,"reg capital, low modern industry, trade 1, dinosaur labor",0.53,540993.75,
Millenium Fatherland,Braunschweig,1416.00,0.30,0.05,0.15,0.15,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,2000000.00,2.00,500.00,"low modern industry, trade 1, dinosaur labor",0.48,313290.00,huge oil (1920)
Millenium Fatherland,Cologne,784.00,0.30,0.05,0.15,0.15,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,2000000.00,2.00,500.00,"low modern industry, trade 1, dinosaur labor",0.48,173460.00,"low adamantium (1920), damestear (1920)"
Millenium Fatherland,Otto,1870.00,0.30,0.05,0.15,0.15,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, dinosaur labor",0.48,413737.50,
Millenium Fatherland,New Gundabad,3823445.00,0.30,0.05,0.15,0.15,0.15,0.08,,0.00,,,0.20,0.10,-0.20,,6800000.00,0.68,350.00,"Nat capital, high medieval industry, trade 1, all dwarven pops",0.53,612229130.63,"large iron (1920), copper (1920), gold (1920), low beskar (1920), jacinthes (1920)"
Millenium Fatherland,Coblenz,2174.00,0.30,0.05,0.15,,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, dinosaur labor",0.33,432082.50,
Millenium Fatherland,Augsburg,3263.00,0.30,0.05,0.15,,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, dinosaur labor",0.33,648521.25,
Millenium Fatherland,Lubeck,2174.00,0.30,0.05,0.15,,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, dinosaur labor",0.33,432082.50,
Millenium Fatherland,Worms,1958.00,0.30,0.05,0.15,,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, dinosaur labor",0.33,389152.50,
Millenium Fatherland,Voloberg,1605.00,0.30,0.05,0.15,,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,250000.00,0.25,500.00,"low modern industry, trade 1, dinosaur labor",0.33,318993.75,moderate coal (1920)
Millenium Fatherland,Waldberg,1168.00,0.30,0.05,0.15,,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, dinosaur labor",0.33,232140.00,
Millenium Fatherland,Kaltberg,1168.00,0.30,0.05,0.15,,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, dinosaur labor",0.33,232140.00,
Millenium Fatherland,New Hargunen,1262334.00,0.10,-0.10,0.15,0.15,0.15,0.08,,0.00,0.05,,0.20,0.10,-0.20,,3200000.00,0.32,300.00,"reg Capital, medium medieval industry, trade 2, all dwarven pop",0.43,53964778.50,"large gold (1920), iron (1920), aluminum (1920)"
Millenium Fatherland,New Iltkazar,1289883.00,0.10,-0.10,0.15,0.15,0.15,0.08,,0.00,,,0.20,0.10,-0.20,,2500000.00,0.25,200.00,"low medieval industry, trade 1, all dwarven pop",0.38,35471782.50,"large black opal (1920), coal (1920), iron (1920)"
Millenium Fatherland,Speyer,13347.00,0.30,0.10,0.15,0.10,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,1200000.00,1.20,500.00,"low modern industry, trade 1, dinosaur labor",0.48,2953023.75,"large aluminum (1920), coal (1920), anti-magicite (1920), moderate tungsten (1920)"
Millenium Fatherland,Frankfurt,1367.00,0.30,0.10,0.15,0.10,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, dinosaur labor",0.48,302448.75,
Millenium Fatherland,Wismar,2229.00,0.30,0.10,0.15,0.15,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,400000.00,0.40,500.00,"low modern industry, trade 1, dinosaur labor",0.53,509883.75,"moderate iron (1920), copper (1920)"
Millenium Fatherland,Drachenberg (CAP 2m),64551.00,0.30,0.10,0.15,0.15,-0.15,0.08,,0.05,0.10,0.12,0.20,,,15.00,12250050.00,12.25,500.00,"Reg capital, low modern industry, trade 2, dinosaur labor, titan labor",0.75,16896224.25,"Only source of Wachstum Jewel and dracostone (1920), huge gold (1920), gems (1920), iron (1920), large coal (1920), copper (1920), low shou lung (1920), anti-magicite (1920)"
Millenium Fatherland,Herstellung,8260.00,0.30,0.10,0.15,0.15,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, dinosaur labor",0.53,1889475.00,
Millenium Fatherland,Reichsberg,1639.00,0.30,0.10,0.15,0.10,-0.15,0.08,,0.05,,0.05,0.20,,,15.00,900000.00,0.90,500.00,"low modern industry, trade 2, dinosaur labor",0.53,374921.25,"large tungsten (1920), moderate aluminum (1920)"
Millenium Fatherland,Eisenberg,2100.00,0.30,0.10,0.15,0.15,-0.15,0.08,,0.00,,0.05,0.20,,,15.00,3750000.00,3.75,500.00,"low modern industry, trade 1, dinosaur labor",0.53,480375.00,"huge iron (1920), low beskar (1920)"
Mongrelium,Mongrel,54559.00,0.10,-0.05,-0.05,0.05,0.15,0.00,,0.00,0.10,,0.00,-0.50,3.00,,,0.00,200.00,"nat capital, low industry, trade 1, all mongrels",-0.45,601240.18,
Orario,Orario,9738936.00,0.05,0.15,0.10,0.10,0.15,0.02,,0.15,0.10,0.35,0.00,,,,,0.00,400.00,"Nat capital, very high medieval industry, trade 4, city of gods",0.97,383324520.96,
Pluvianos,Tarkhaldan,1151014.00,0.05,0.10,0.10,0.10,0.15,0.01,,0.05,0.10,,0.00,0.05,0.00,,,0.00,300.00,"nat capital, medium medieval industry, trade 2, all bladebacks",0.51,26087732.31,
Pluvianos,Beluarian,338391.00,0.05,0.10,0.10,0.10,0.15,0.01,,0.00,,,0.00,0.05,0.05,,,0.00,200.00,"low medieval industry, trade 1, half finhead, half hornhead pop",0.36,4605501.51,
Pluvianos,Mezro,572662.00,0.05,0.10,0.10,0.10,0.15,0.01,,0.00,,,0.00,-0.10,0.20,,,0.00,200.00,"low medieval industry, trade 1, all flier pops",0.21,6934936.82,
Scythia,Scythia,202168.00,0.10,0.05,0.05,0.05,-0.05,0.01,,,,,0.00,,,,,0.00,200.00,"nat capital, low medieval industry, trade 1",0.16,4690297.60,
Scythia,Tyras,50769.00,0.10,0.05,0.05,0.05,0.10,0.01,,,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.16,1177840.80,
Scythia,Phanagoria,101084.00,0.10,0.05,0.05,0.05,-0.05,0.01,,,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.16,2345148.80,
Sparta,Sparta,515437.00,0.05,0.05,0.05,0.05,0.05,0.01,,0.05,0.10,,0.00,,,,,0.00,200.00,"nat capital, low medieval industry, trade 2",0.31,6752224.70,
Sparta,Corinth,102576.00,0.05,0.05,0.05,0.05,0.10,0.01,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.16,1189881.60,
Sparta,Argos,306200.00,0.05,0.05,0.05,0.05,0.00,0.01,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.16,3551920.00,
Sparta,Messene,153865.00,0.05,0.05,0.05,0.05,0.10,0.01,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.16,1784834.00,
Sshamath,Sshamath,6060352.00,0.00,-0.05,-0.05,0.00,0.20,0.00,,0.00,0.10,,0.00,-0.35,15.00,,,,200.00,"nat capital, low medieval industry, trade 1",-0.35,0.00,
Sundabar,Sundabar,42987.00,0.05,0.25,0.15,0.10,0.15,0.01,,0.00,0.10,0.15,0.00,0.08,-0.10,,3100000.00,0.31,200.00,"Nat Capital, low medieval industry, trade 1, all Sun elf pop, Cities of Light Portal Network",0.84,791390.67,"large gold, silver"
Sundabar,Mhiilamniir,5245.00,0.05,0.25,0.15,0.10,0.15,0.01,,0.00,,,0.00,0.08,-0.10,,700000.00,0.07,200.00,"low medievel industry, trade 1, all sun elf pop",0.59,83447.95,"large copper, iron"
Sundabar,El Dorado,104950.00,0.05,0.00,0.15,0.00,0.15,0.01,,0.00,0.05,0.15,0.00,0.08,-0.10,,2300000.00,0.23,200.00,"reg capital, low medieval industry, trade 1, all moon elves, Cities of Light Portal Network",0.44,1512329.50,"huge gems, sakuradite"
Sundabar,Altonroos,2107.00,0.05,0.25,0.15,0.10,0.15,0.01,,0.00,,,0.00,0.08,-0.10,,1550000.00,0.16,200.00,"low medievel industry, trade 1, all sun elf pop",0.59,33522.37,"large gems, moderate coal"
Syndria,Syndria,28558619.00,0.30,0.25,0.15,0.20,0.15,0.08,,0.20,0.10,0.73,0.20,,,,2550000.00,0.26,700.00,"Nat capital, very high modern industry, trade 5, huge portal, Grand Harbor, Galleylaw, magical machinery, Colossi Of Syndrida (5%)",1.71,16222723522.95,"moderate iron seastone (1900), platinum (1900), low tungsten (1900)"
Syndria,Flevoland,325270.00,0.30,0.25,0.15,,0.05,0.08,,0.10,,,0.20,,,,,0.00,500.00,"low modern industry, trade 3",0.58,76845037.50,
Syndria,Hirado,336486.00,0.30,0.25,0.15,,0.05,0.08,,0.10,,,0.20,,,,,0.00,500.00,"low modern industry, trade 3",0.58,79494817.50,
Syndria,Amsterdam,102424.00,0.30,0.25,0.15,,0.05,0.08,,0.20,,,0.20,,,,,0.00,500.00,"low modern industry, trade 3",0.68,25734030.00,
Syndria,Atar-Nublar (CAP 2M),344499.00,0.30,0.25,0.15,0.20,0.15,0.08,,0.10,0.05,0.55,0.20,,,15.00,3300000.00,3.30,600.00,"Reg Capital, medium modern industry, trade 3, huge portal, Unique Spices S, Galleylaw",1.38,147273322.50,"large syndrian sapphire, large oil (1920), gems (1920)"
Syndria,Dakhma,86026.00,0.30,0.25,0.15,0.20,0.05,0.08,,0.00,,0.20,0.20,,,15.00,2000000.00,2.00,500.00,"low modern industry, trade 1, Unique Spices S",0.88,24194812.50,"large coal (1920), iron (1920)"
Syndria,Alkabir,41391.00,0.30,0.25,0.15,0.20,-0.05,0.08,,0.00,,0.20,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, Unique Spices S",0.88,11641218.75,
Syndria,Markaziun,18458.00,0.30,0.25,0.15,0.20,-0.05,0.08,,0.00,,0.20,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, Unique Spices S",0.88,5191312.50,
Syndria,Tharwa,20696.00,0.30,0.25,0.15,0.20,-0.05,0.08,,0.00,,0.20,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, Unique Spices S",0.88,5820750.00,
Syndria,Altilal,2546.00,0.30,0.25,0.15,0.20,0.05,0.08,,0.00,,0.20,0.20,,,15.00,3000000.00,3.00,500.00,"low modern industry, trade 1, Unique Spices S",0.88,716062.50,"large jacinth (1920), moderate black sapphire (1920)"
Syndria,Tazij,2235.00,0.30,0.25,0.15,0.20,-0.05,0.08,,0.00,,0.20,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, Unique Spices S",0.88,628593.75,
Syndria,Janub,18228.00,0.30,0.25,0.15,0.20,-0.05,0.08,,0.00,,0.20,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, Unique Spices S",0.88,5126625.00,
Syndria,Jabal,2422.00,0.30,0.25,0.15,0.20,0.00,0.08,,0.00,,0.20,0.20,,,15.00,1850000.00,1.85,500.00,"low modern industry, trade 1, Unique Spices S",0.88,681187.50,"large aluminum (1920), tungsten (1920), low gold (1920)"
